student_id,student_name,email,program,year_of_study,enrollment_date,is_commuter,works_part_time,has_declared_disability,is_international,financial_support,attendance_rate,attendance_slope_4w,vle_logins_last_week,vle_time_hours_last_week,vle_logins_slope_4w,vle_hours_slope_4w,materials_accessed_last_4w,engagement_trend,assignments_submitted_on_time,assignments_submitted_late,last_assessment_grade,previous_semester_gpa,accessed_upcoming_assessment_brief,days_to_nearest_assessment,withdrew,failed_next_assessment,prior_intervention_count,prior_interventions_improved,split,consecutive_missed_max,late_arrivals_total,excused_absences,unexcused_absences,quiz_attempts_count,resource_downloads_count,forum_posts_count,mean_module_grade,module_grade_variance,wellbeing_score,wellbeing_flags,wellbeing_last_checkin,missing_assignments_count
STU0183,Simon Sutton,simon.sutton@student.chester.ac.uk,Business Analytics,3,2024-09-17,True,False,False,False,Full,50.9,-8.36,0,0.0,-0.5,-0.74,0,Declining,1,0,32,1.85,False,19,True,True,1,0,train,3,6,3,22,1,9,1,31.4,19.3,7,0,2025-02-24,1
STU0184,Rhys Richardson,rhys.richardson@student.chester.ac.uk,Computer Science,2,2024-09-28,False,True,False,True,Partial,60.62,6.15,1,0.0,0.75,-0.12,2,Improving,5,0,31,1.67,False,15,False,False,0,0,val,4,1,3,22,1,7,0,29.8,37.3,6,0,2025-02-21,0
STU0185,Dorothy Webb,dorothy.webb@student.chester.ac.uk,Data Science,3,2024-10-13,False,False,False,True,Partial,74.14,4.71,6,3.31,0.5,0.3,7,Improving,2,0,56,2.63,False,14,False,True,2,1,train,2,4,3,15,2,10,2,52.5,110.0,8,2,2025-02-24,2
STU0186,Yvonne Young,yvonne.young@student.chester.ac.uk,Psychology,1,2024-10-15,True,False,False,True,Self-funded,39.59,6.84,0,0.77,0.12,0.61,1,Improving,0,2,20,2.39,False,19,True,True,2,1,train,3,2,11,28,1,2,0,18.5,143.5,6,0,2025-02-22,3
STU0187,Jane Simpson,jane.simpson@student.chester.ac.uk,Engineering,2,2024-09-07,True,True,False,True,Self-funded,53.84,3.35,1,0.0,0.38,-0.02,1,Improving,3,0,53,2.88,False,12,False,True,1,0,train,3,1,8,21,2,6,0,56.1,219.7,7,1,2025-03-13,2
STU0188,Dean Bennett,dean.bennett@student.chester.ac.uk,Engineering,3,2024-10-25,False,True,False,False,Self-funded,78.8,1.18,7,2.46,0.75,-0.43,3,Stable,5,0,82,4.0,False,14,False,False,0,0,train,2,4,3,11,5,8,0,79.0,70.6,6,0,2025-03-06,2
STU0189,Frank Taylor,frank.taylor@student.chester.ac.uk,Psychology,1,2024-10-05,False,False,False,True,Full,83.28,-2.32,6,4.58,-0.88,-0.4,5,Stable,3,0,70,3.71,False,9,False,False,1,0,train,2,3,3,8,0,11,0,67.9,48.2,9,0,2025-02-27,2
STU0190,Edward Wallace,edward.wallace@student.chester.ac.uk,Engineering,1,2024-09-03,True,False,False,True,Partial,72.58,-5.51,7,4.59,0.38,1.01,6,Declining,4,0,72,3.64,False,15,False,False,0,0,train,1,9,5,9,2,7,1,68.0,28.3,7,0,2025-03-06,0
STU0191,Peter Gardner,peter.gardner@student.chester.ac.uk,Business Analytics,1,2024-10-04,True,False,False,False,Self-funded,94.98,7.79,12,6.74,4.0,1.98,14,Improving,8,0,95,3.89,True,19,False,False,0,0,train,1,5,1,5,3,9,2,90.3,9.8,7,0,2025-03-14,1
STU0192,Brett Gill,brett.gill@student.chester.ac.uk,Business Analytics,3,2024-10-28,False,False,False,False,Self-funded,67.65,-5.89,5,1.35,-1.25,-1.63,6,Declining,2,2,55,3.67,False,7,False,False,0,0,train,3,6,4,15,0,9,1,52.4,110.2,9,1,2025-03-19,0
STU0193,Victoria Roberts,victoria.roberts@student.chester.ac.uk,Psychology,3,2024-10-28,True,True,False,False,Full,60.27,-7.17,2,0.0,-1.0,-0.29,1,Declining,4,0,44,2.77,False,12,False,False,0,0,test,3,4,2,20,4,13,0,37.9,95.6,5,1,2025-02-26,1
STU0194,Frederick Phillips,frederick.phillips@student.chester.ac.uk,Psychology,2,2024-10-22,False,True,False,False,Self-funded,60.05,-7.32,0,0.0,-2.12,-1.3,1,Declining,3,0,40,3.23,False,7,True,True,2,2,val,2,5,3,17,3,5,0,35.7,3.3,8,0,2025-03-15,0
STU0195,Rita Griffiths,rita.griffiths@student.chester.ac.uk,Computer Science,1,2024-09-22,False,True,False,False,Full,72.43,3.91,4,1.63,0.38,0.23,2,Improving,4,0,56,2.84,False,4,False,False,0,0,train,2,3,3,15,3,6,1,52.0,1.6,10,0,2025-03-21,0
STU0196,Ian Taylor,ian.taylor@student.chester.ac.uk,Computer Science,3,2024-10-06,False,False,False,False,Self-funded,74.37,-4.8,3,1.5,0.0,0.89,5,Declining,5,0,58,3.95,False,19,False,False,1,0,train,2,3,3,10,2,8,0,55.7,5.2,6,0,2025-03-02,0
STU0197,Ross Ryan,ross.ryan@student.chester.ac.uk,Engineering,1,2024-09-24,False,True,False,True,Self-funded,67.17,-1.61,6,3.87,2.25,1.19,1,Stable,4,0,43,3.02,False,6,True,False,0,0,test,3,7,2,16,1,5,1,37.6,8.6,6,1,2025-03-09,0
STU0198,Kelly Stone,kelly.stone@student.chester.ac.uk,Computer Science,1,2024-09-21,True,False,False,True,Partial,84.56,7.83,4,2.41,-1.12,-0.83,15,Improving,6,0,84,3.96,True,17,False,False,1,1,train,2,4,0,12,3,9,2,92.4,45.0,7,0,2025-02-21,0
STU0199,Julian Wilson,julian.wilson@student.chester.ac.uk,Data Science,2,2024-10-08,False,True,False,False,Self-funded,62.79,-0.17,0,0.0,-0.38,-0.52,1,Stable,1,0,32,2.29,False,3,False,True,0,0,test,3,7,7,16,3,6,1,22.6,42.4,8,1,2025-03-18,2
STU0200,Katy O'Connor,katy.oconnor@student.chester.ac.uk,Engineering,1,2024-09-07,False,True,False,False,Self-funded,69.81,-8.45,4,1.59,-1.62,-1.28,3,Declining,3,0,63,3.2,False,15,False,False,0,0,train,2,5,2,12,4,7,1,69.9,103.3,9,1,2025-03-15,1
STU0201,Hugh White,hugh.white@student.chester.ac.uk,Computer Science,3,2024-10-16,False,False,False,False,Full,51.84,-2.79,0,0.0,0.0,0.27,1,Stable,3,1,34,1.89,False,21,False,True,3,2,train,3,5,5,21,3,5,0,28.8,18.2,6,0,2025-02-20,3
STU0202,Brian Morgan,brian.morgan@student.chester.ac.uk,Psychology,3,2024-09-25,False,True,True,False,Full,85.43,-3.9,6,1.62,-3.12,-3.99,6,Declining,6,1,84,3.19,True,19,False,False,0,0,train,1,10,3,3,3,8,1,81.0,159.0,6,1,2025-02-27,0
STU0203,Ricky Parsons,ricky.parsons@student.chester.ac.uk,Engineering,2,2024-09-17,True,False,True,True,Full,50.72,-3.73,1,0.0,0.0,-0.49,0,Declining,0,2,28,1.73,False,21,False,True,4,3,test,3,2,6,22,0,2,0,24.5,200.8,6,0,2025-03-10,3
STU0204,Natasha Matthews,natasha.matthews@student.chester.ac.uk,Business Analytics,3,2024-10-10,False,False,False,False,Full,84.0,-1.47,8,5.1,-1.38,-0.23,8,Stable,1,2,62,2.57,True,6,False,False,1,1,val,2,3,2,8,3,8,3,56.7,111.9,9,0,2025-03-14,3
STU0205,Paula Fry,paula.fry@student.chester.ac.uk,Business Analytics,2,2024-10-11,False,False,False,True,Partial,73.34,9.63,4,5.23,3.12,2.8,7,Improving,4,0,64,2.99,False,6,False,False,0,0,train,3,8,4,15,0,11,4,62.6,493.1,10,0,2025-03-21,0
STU0206,Matthew Clark,matthew.clark@student.chester.ac.uk,Engineering,1,2024-09-25,False,False,True,False,Full,78.54,2.77,9,6.43,2.12,1.6,6,Stable,3,0,70,2.96,True,8,False,False,0,0,val,2,4,2,12,4,11,0,66.1,344.3,10,0,2025-03-19,0
STU0207,Elliot Carpenter,elliot.carpenter@student.chester.ac.uk,Computer Science,3,2024-09-28,False,False,True,False,Full,67.06,-12.73,3,2.96,-2.12,-1.59,4,Declining,2,0,41,2.82,False,20,False,True,0,0,train,2,6,2,11,2,2,1,44.0,70.6,9,2,2025-03-02,1
STU0208,Arthur Thomas,arthur.thomas@student.chester.ac.uk,Data Science,1,2024-10-17,False,False,False,True,Full,95.11,-0.95,5,2.29,-2.5,-3.68,22,Stable,7,0,79,3.61,True,10,False,False,0,0,train,0,8,2,0,3,8,3,79.5,49.6,7,0,2025-02-22,0
STU0209,Jodie Williams,jodie.williams@student.chester.ac.uk,Data Science,1,2024-10-14,True,False,False,False,Partial,74.05,12.05,6,3.48,4.12,2.18,6,Improving,4,1,61,3.03,False,17,True,False,1,1,train,2,1,4,16,1,4,0,64.3,210.1,7,0,2025-03-03,0
STU0210,Terry Williams,terry.williams@student.chester.ac.uk,Computer Science,3,2024-09-15,False,False,False,False,Full,86.66,6.1,3,0.0,1.88,1.34,10,Improving,6,0,76,3.1,True,12,False,False,0,0,train,2,7,3,8,1,9,1,85.5,55.7,9,0,2025-03-15,1
STU0211,Denise Clark,denise.clark@student.chester.ac.uk,Business Analytics,1,2024-09-14,False,False,True,True,Self-funded,82.95,6.17,11,6.75,2.88,0.38,9,Improving,5,0,79,3.36,False,7,False,False,0,0,train,2,4,2,10,0,6,0,81.8,122.7,7,0,2025-02-25,1
STU0212,Melissa Bates,melissa.bates@student.chester.ac.uk,Psychology,2,2024-10-15,True,False,False,False,Partial,61.1,5.88,0,1.75,0.0,0.93,1,Improving,5,0,50,2.44,False,7,True,True,3,1,train,3,6,7,18,1,7,0,46.6,56.9,7,0,2025-03-19,1
STU0213,Samuel Walters,samuel.walters@student.chester.ac.uk,Engineering,3,2024-09-26,False,False,False,False,Partial,75.19,-0.09,5,4.35,-0.25,-0.17,4,Stable,7,0,55,3.16,False,14,False,False,0,0,train,3,4,1,16,1,10,2,52.8,103.9,9,0,2025-03-21,0
STU0214,David Reynolds,david.reynolds@student.chester.ac.uk,Computer Science,3,2024-09-02,False,False,True,True,Partial,89.09,-5.33,13,9.38,0.88,0.8,10,Declining,5,0,72,3.45,False,4,False,False,0,0,train,1,9,0,4,6,17,6,73.8,113.5,8,2,2025-03-12,0
STU0215,Shannon Holmes,shannon.holmes@student.chester.ac.uk,Engineering,3,2024-10-07,False,False,False,False,Full,67.23,2.79,0,0.0,1.62,-0.11,2,Stable,1,0,47,2.89,False,11,False,True,1,1,train,3,9,2,19,2,7,0,44.2,99.5,8,0,2025-03-07,3
STU0216,Vanessa Chapman,vanessa.chapman@student.chester.ac.uk,Psychology,3,2024-09-05,False,False,False,False,Partial,56.98,19.38,0,0.0,0.38,-0.21,0,Improving,2,1,25,1.71,False,21,False,True,1,1,test,4,6,8,27,1,6,1,31.1,137.6,6,0,2025-03-19,2
STU0217,Sharon Rees,sharon.rees@student.chester.ac.uk,Engineering,3,2024-09-18,True,False,False,True,Self-funded,85.89,-5.91,8,5.46,-1.0,0.8,11,Declining,3,1,74,3.56,True,12,False,False,0,0,train,1,2,0,6,1,12,0,75.2,110.2,6,1,2025-02-23,1
STU0218,Rosie Wall,rosie.wall@student.chester.ac.uk,Engineering,3,2024-10-14,True,True,False,False,Self-funded,81.15,-1.95,5,0.0,-1.0,-0.68,10,Stable,6,0,77,3.19,True,7,False,False,0,0,train,2,3,2,8,2,10,1,82.1,21.1,7,0,2025-03-16,0
STU0219,Sara Sinclair,sara.sinclair@student.chester.ac.uk,Engineering,1,2024-10-15,False,True,False,False,Self-funded,74.4,7.76,11,2.64,5.62,2.6,7,Improving,2,0,52,3.23,False,17,False,False,0,0,train,2,5,3,16,3,11,2,50.2,22.8,8,0,2025-02-23,1
STU0220,Harry Peters,harry.peters@student.chester.ac.uk,Business Analytics,2,2024-10-15,False,False,True,True,Partial,59.45,-5.06,2,0.0,-0.62,-0.64,1,Declining,3,1,29,2.21,False,16,False,False,0,0,train,3,7,5,18,1,7,0,27.3,142.8,5,1,2025-03-19,3
STU0221,Clifford O'Sullivan,clifford.osullivan@student.chester.ac.uk,Computer Science,1,2024-10-25,False,True,True,False,Full,79.76,3.18,9,6.93,2.25,1.63,10,Improving,4,1,58,2.89,False,10,False,False,0,0,train,1,5,1,12,4,7,0,58.4,58.9,7,0,2025-02-20,0
STU0222,Dorothy Miles,dorothy.miles@student.chester.ac.uk,Business Analytics,2,2024-09-27,True,False,False,True,Partial,69.24,-14.6,0,0.0,-5.0,-2.71,3,Declining,3,0,55,3.0,True,17,False,False,0,0,test,2,3,2,11,2,7,0,51.5,31.5,8,0,2025-03-09,0
STU0223,Sophie Harrison,sophie.harrison@student.chester.ac.uk,Data Science,1,2024-09-22,False,False,False,False,Full,50.15,5.84,0,0.0,-0.38,-0.02,0,Improving,2,1,27,1.65,False,19,True,True,1,0,test,5,5,7,26,5,7,0,20.5,233.8,6,0,2025-02-27,2
STU0224,Andrea Clarke,andrea.clarke@student.chester.ac.uk,Engineering,1,2024-10-06,False,False,False,False,Full,64.71,-2.67,2,2.54,-0.75,-1.85,1,Stable,3,0,41,2.4,False,18,True,True,1,1,train,2,3,9,11,5,6,1,41.4,221.6,6,0,2025-03-06,2
STU0225,Emily King,emily.king@student.chester.ac.uk,Business Analytics,1,2024-10-27,True,True,False,True,Full,66.54,3.63,1,0.0,0.5,-0.16,5,Improving,3,1,50,2.62,False,20,False,False,0,0,train,2,4,4,17,4,7,0,52.6,87.4,8,0,2025-02-28,0
STU0226,Jessica Davies,jessica.davies@student.chester.ac.uk,Computer Science,3,2024-09-11,False,True,False,True,Self-funded,80.99,2.5,7,2.21,-0.5,-1.15,3,Stable,4,0,75,3.91,False,7,False,True,2,2,train,1,5,2,9,2,4,2,72.6,43.9,7,0,2025-03-07,0
STU0227,Clive Richards,clive.richards@student.chester.ac.uk,Engineering,2,2024-10-01,False,False,False,True,Full,69.9,-6.63,7,5.53,-0.75,-1.26,7,Declining,3,1,59,3.19,False,7,False,False,0,0,train,3,5,2,13,1,7,0,56.9,171.7,5,0,2025-03-05,1
STU0228,Josh Stevenson,josh.stevenson@student.chester.ac.uk,Computer Science,2,2024-09-18,False,False,True,False,Partial,76.24,-8.03,4,1.46,-1.75,-0.55,9,Declining,0,0,47,2.99,False,6,False,False,0,0,train,2,2,1,10,3,6,3,57.6,112.6,9,3,2025-02-26,2
STU0229,David Rogers,david.rogers@student.chester.ac.uk,Computer Science,3,2024-09-01,False,False,False,False,Partial,68.1,-10.91,3,1.79,-2.62,-2.22,4,Declining,3,0,48,2.61,False,16,False,True,1,0,train,2,3,4,12,1,9,1,50.6,156.0,6,1,2025-03-09,1
STU0230,Rhys Sykes,rhys.sykes@student.chester.ac.uk,Engineering,3,2024-10-27,False,True,False,False,Partial,59.78,9.6,1,0.34,0.75,0.09,1,Improving,1,0,54,2.61,True,11,True,True,0,0,train,3,3,5,22,0,7,1,57.6,97.7,7,1,2025-03-06,3
STU0231,Rosemary Jenkins,rosemary.jenkins@student.chester.ac.uk,Computer Science,1,2024-09-24,False,False,True,False,Full,84.18,4.17,7,2.27,-0.12,0.73,5,Improving,4,0,54,3.07,True,11,False,False,0,0,test,2,8,1,11,3,11,1,49.4,6.6,8,2,2025-03-14,0
STU0232,Danny Hall,danny.hall@student.chester.ac.uk,Computer Science,1,2024-10-24,False,False,False,False,Partial,60.73,5.54,0,0.05,1.62,0.36,1,Improving,4,0,59,2.83,False,7,False,False,1,1,train,3,5,4,22,4,6,1,57.1,47.3,9,0,2025-03-03,0
STU0233,Angela Davies,angela.davies@student.chester.ac.uk,Psychology,1,2024-10-27,False,False,False,False,Full,68.78,11.86,1,1.83,2.25,1.41,4,Improving,3,0,38,1.91,False,10,False,True,1,1,train,2,3,5,16,1,9,1,27.7,88.6,6,0,2025-03-01,2
STU0234,Denise Jones,denise.jones@student.chester.ac.uk,Psychology,2,2024-09-27,False,True,False,False,Partial,62.61,5.96,0,0.0,-0.25,-0.26,0,Improving,1,0,26,2.04,False,20,True,True,0,0,train,2,4,6,19,4,5,1,27.9,88.8,9,1,2025-03-20,6
STU0235,Leslie Slater,leslie.slater@student.chester.ac.uk,Engineering,2,2024-10-17,True,True,False,True,Full,68.23,7.69,7,4.13,3.0,1.95,3,Improving,0,1,64,4.0,False,15,False,False,0,0,train,2,3,8,16,2,6,1,61.2,58.0,9,0,2025-02-22,3
STU0236,Glen Lewis,glen.lewis@student.chester.ac.uk,Computer Science,1,2024-10-25,True,True,False,False,Full,69.7,-9.31,10,3.7,-0.12,-0.75,7,Declining,1,1,65,3.32,True,8,False,False,0,0,train,2,2,2,13,3,7,0,66.8,62.1,3,1,2025-03-16,2
STU0237,Ashleigh Bibi,ashleigh.bibi@student.chester.ac.uk,Engineering,2,2024-10-18,False,False,False,False,Partial,61.04,-3.05,0,0.0,-0.38,-0.82,1,Declining,1,1,62,2.69,False,5,True,True,0,0,train,2,4,5,18,1,6,2,69.1,226.0,5,0,2025-03-08,2
STU0238,Colin Summers,colin.summers@student.chester.ac.uk,Computer Science,1,2024-10-11,True,True,False,True,Self-funded,61.22,-4.53,0,0.0,-1.25,0.28,2,Declining,6,1,53,3.33,False,14,True,False,0,0,train,2,5,2,19,5,14,0,50.4,81.1,9,0,2025-02-20,2
STU0239,Damian Davies,damian.davies@student.chester.ac.uk,Computer Science,2,2024-09-07,True,False,False,False,Partial,59.03,6.81,3,2.31,1.88,0.96,4,Improving,4,0,55,2.8,False,14,False,False,1,0,train,4,4,5,23,2,6,1,53.6,146.1,6,2,2025-02-21,1
STU0240,Eric Forster,eric.forster@student.chester.ac.uk,Business Analytics,2,2024-10-09,True,True,True,False,Full,97.12,-2.7,16,9.08,-1.62,-0.32,15,Stable,8,0,100,4.0,True,7,False,False,0,0,train,0,13,0,0,4,7,3,90.7,261.3,8,0,2025-02-23,0
STU0241,Sean Jennings,sean.jennings@student.chester.ac.uk,Psychology,3,2024-09-22,True,True,True,True,Self-funded,89.65,12.29,8,4.75,4.38,2.73,13,Improving,7,0,94,3.76,True,18,False,False,0,0,train,1,9,2,7,3,8,0,95.7,56.3,10,2,2025-03-18,0
STU0242,Duncan Robinson,duncan.robinson@student.chester.ac.uk,Data Science,2,2024-10-24,False,False,False,True,Partial,58.32,0.98,2,1.51,0.38,-0.61,0,Stable,1,1,35,1.59,False,7,False,False,0,0,train,4,7,4,21,1,7,1,32.8,40.1,6,0,2025-03-06,2
STU0243,Kathryn Baker,kathryn.baker@student.chester.ac.uk,Business Analytics,2,2024-10-23,False,True,True,False,Full,83.7,10.72,8,4.41,1.62,1.65,16,Improving,6,0,82,3.17,False,8,False,False,0,0,train,2,9,4,10,3,7,3,83.6,32.6,8,1,2025-03-11,0
STU0244,Liam Murphy,liam.murphy@student.chester.ac.uk,Psychology,3,2024-10-22,True,False,False,False,Full,65.17,1.75,0,0.0,0.0,0.17,3,Stable,2,0,71,3.63,False,20,False,True,2,0,train,2,7,5,18,0,2,2,67.8,34.9,7,0,2025-03-17,1
STU0245,Harriet Allen,harriet.allen@student.chester.ac.uk,Engineering,3,2024-10-07,False,False,False,False,Self-funded,79.14,-0.01,8,7.38,1.5,2.7,8,Stable,4,0,68,3.67,False,8,False,False,0,0,train,3,3,3,11,2,9,1,73.6,208.6,6,1,2025-03-10,0
STU0246,Bethan Cooper,bethan.cooper@student.chester.ac.uk,Psychology,3,2024-10-19,False,False,False,False,Self-funded,55.56,0.51,0,0.75,0.88,1.01,0,Stable,3,0,60,3.15,False,11,True,True,0,0,train,3,4,2,24,0,7,0,57.7,62.2,5,1,2025-03-19,0
STU0247,Tracey Smith,tracey.smith@student.chester.ac.uk,Engineering,2,2024-09-07,True,False,True,True,Self-funded,66.41,1.46,7,4.05,-0.5,-0.23,4,Stable,5,0,66,3.53,False,15,False,False,0,0,val,2,7,5,17,7,6,1,69.9,101.2,5,4,2025-03-05,1
STU0248,Abbie Holmes,abbie.holmes@student.chester.ac.uk,Data Science,3,2024-10-27,False,True,False,True,Self-funded,83.84,-3.74,6,4.3,-2.75,-1.55,3,Declining,2,1,68,2.97,False,15,False,False,1,0,train,1,5,4,7,2,14,3,62.8,45.6,5,1,2025-03-16,2
STU0249,Kenneth Marsh,kenneth.marsh@student.chester.ac.uk,Data Science,2,2024-10-05,False,False,True,False,Full,52.69,-2.95,0,0.0,1.0,-0.3,1,Stable,0,0,36,2.31,False,21,False,True,2,0,train,2,2,5,23,2,8,3,30.0,4.4,5,2,2025-03-14,1
STU0250,Gerald Jarvis,gerald.jarvis@student.chester.ac.uk,Data Science,3,2024-09-02,False,True,False,False,Full,73.33,4.08,6,3.07,2.75,1.75,4,Improving,4,0,65,2.8,False,20,False,False,0,0,train,2,3,4,14,5,10,2,70.2,159.1,6,2,2025-03-10,1
STU0251,Bethan Weston,bethan.weston@student.chester.ac.uk,Computer Science,3,2024-10-28,False,False,False,False,Partial,67.0,7.21,3,2.68,1.75,1.76,3,Improving,3,0,59,3.45,False,7,False,True,1,0,test,2,2,6,17,2,11,1,61.0,367.0,8,1,2025-03-15,0
STU0252,Adam Bevan,adam.bevan@student.chester.ac.uk,Business Analytics,3,2024-10-13,False,False,False,False,Self-funded,75.73,7.47,4,1.05,-1.62,-0.86,3,Improving,2,0,53,2.94,False,20,False,False,0,0,train,2,2,5,13,3,10,2,52.8,18.1,7,1,2025-03-18,2
STU0253,Adrian Murphy,adrian.murphy@student.chester.ac.uk,Business Analytics,2,2024-09-22,True,True,True,False,Self-funded,91.34,-4.01,9,6.01,-5.12,-2.45,16,Declining,6,0,80,3.62,True,11,False,False,0,0,train,1,10,0,2,7,7,1,74.6,100.5,6,4,2025-02-24,0
STU0254,Gillian King,gillian.king@student.chester.ac.uk,Psychology,2,2024-09-26,True,True,False,False,Partial,88.51,-7.37,8,3.52,-3.62,-1.69,6,Declining,8,0,86,3.72,True,10,False,False,0,0,train,1,7,0,2,7,13,1,95.9,39.1,9,1,2025-03-06,1
STU0255,Yvonne Wright,yvonne.wright@student.chester.ac.uk,Data Science,1,2024-10-08,True,False,False,False,Full,83.02,-2.58,6,4.01,-6.25,-4.27,13,Stable,8,0,69,3.97,True,11,False,False,0,0,train,2,4,2,8,2,2,2,69.0,76.3,9,0,2025-03-16,0
STU0256,Angela Osborne,angela.osborne@student.chester.ac.uk,Psychology,3,2024-10-05,False,True,False,False,Self-funded,65.42,8.54,0,0.0,1.62,0.0,1,Improving,4,0,63,2.79,False,15,False,False,0,0,train,3,4,3,21,3,9,0,56.8,29.1,8,0,2025-02-22,0
STU0257,Leanne Pugh,leanne.pugh@student.chester.ac.uk,Engineering,2,2024-09-07,False,True,False,False,Full,99.34,-0.66,21,11.96,0.38,1.82,21,Stable,8,0,93,3.91,True,7,False,False,0,0,val,0,9,0,0,6,9,2,94.3,26.8,9,0,2025-03-05,0
STU0258,Lorraine Williams,lorraine.williams@student.chester.ac.uk,Engineering,1,2024-10-12,True,True,False,False,Self-funded,76.0,5.67,8,1.44,3.38,1.39,4,Improving,4,1,67,3.24,True,9,False,False,1,0,val,2,2,2,14,6,8,0,71.2,22.4,4,0,2025-02-25,1
STU0259,Sam Reid,sam.reid@student.chester.ac.uk,Psychology,2,2024-10-01,False,False,False,False,Self-funded,70.16,13.52,7,0.96,3.12,0.49,4,Improving,3,0,49,2.2,True,15,False,False,0,0,train,4,3,5,18,7,5,1,58.2,14.5,6,0,2025-03-03,0
STU0260,Alice Power,alice.power@student.chester.ac.uk,Computer Science,2,2024-10-15,False,False,False,False,Full,95.87,1.43,11,4.87,2.38,1.43,13,Stable,4,0,84,3.62,True,21,False,False,0,0,train,1,7,1,3,5,15,1,74.5,17.7,7,3,2025-03-05,2
STU0261,Louis Gray,louis.gray@student.chester.ac.uk,Computer Science,1,2024-10-18,False,True,True,False,Full,95.14,0.75,14,5.35,0.12,-1.03,16,Stable,6,0,77,3.44,True,12,False,False,0,0,val,1,8,0,2,2,13,2,70.9,76.9,7,2,2025-03-12,0
STU0262,Martyn Miller,martyn.miller@student.chester.ac.uk,Psychology,2,2024-09-17,False,True,False,True,Full,79.02,7.14,12,5.68,2.38,2.19,6,Improving,4,0,75,2.87,True,11,False,False,0,0,train,2,5,2,15,8,9,2,76.2,130.9,5,1,2025-03-05,1
STU0263,Maria Jones,maria.jones@student.chester.ac.uk,Business Analytics,2,2024-09-17,True,False,False,True,Partial,75.77,7.59,5,1.22,0.75,0.77,7,Improving,4,0,83,3.62,False,10,False,False,1,0,val,2,4,1,17,5,7,2,82.4,22.9,9,0,2025-02-28,0
STU0264,Shane Robertson,shane.robertson@student.chester.ac.uk,Computer Science,1,2024-10-07,False,False,False,False,Full,85.77,-2.51,11,6.63,0.5,-0.61,15,Stable,7,0,83,4.0,True,17,False,False,0,0,train,1,4,1,7,3,6,1,85.2,106.8,8,0,2025-02-20,0
STU0265,Martin Edwards,martin.edwards@student.chester.ac.uk,Psychology,3,2024-09-10,False,False,False,False,Full,81.1,4.88,7,3.25,1.25,1.24,5,Improving,3,0,75,3.43,True,9,False,False,0,0,train,2,4,3,11,7,11,0,67.7,105.9,8,1,2025-03-03,0
STU0266,Damian Dixon,damian.dixon@student.chester.ac.uk,Data Science,2,2024-10-10,True,False,True,False,Full,68.21,7.09,2,0.0,-0.12,-0.22,5,Improving,3,0,53,2.44,False,12,False,True,1,1,train,2,5,2,19,4,6,2,55.6,9.2,5,1,2025-03-14,1
STU0267,Stanley Lawrence,stanley.lawrence@student.chester.ac.uk,Data Science,1,2024-10-27,False,False,True,False,Self-funded,61.27,-0.02,3,0.0,0.75,-0.66,4,Stable,4,0,45,2.4,False,12,False,False,0,0,train,2,6,3,20,3,3,1,49.0,18.2,7,0,2025-02-27,2
STU0268,Jonathan Khan,jonathan.khan@student.chester.ac.uk,Computer Science,3,2024-10-02,False,True,False,False,Full,51.01,-1.7,0,0.0,0.25,0.31,0,Stable,0,0,37,2.36,False,20,True,True,0,0,train,3,1,3,26,3,10,0,34.3,88.3,5,0,2025-03-09,1
STU0269,Dale Cooper,dale.cooper@student.chester.ac.uk,Engineering,3,2024-09-03,True,False,False,True,Partial,81.77,7.37,10,4.57,2.12,0.96,19,Improving,4,0,62,3.54,False,4,False,False,0,0,train,1,5,3,11,4,14,1,51.9,116.6,7,0,2025-02-24,0
STU0270,Carl Cole,carl.cole@student.chester.ac.uk,Engineering,3,2024-10-08,False,False,True,True,Full,56.01,-17.22,0,0.0,-2.5,0.29,0,Declining,1,0,31,2.61,False,10,True,True,1,0,val,2,2,7,11,4,4,2,29.5,249.9,7,0,2025-03-08,0
STU0271,Philip Allan,philip.allan@student.chester.ac.uk,Psychology,3,2024-09-05,False,True,False,False,Full,80.34,3.25,9,2.59,-0.12,-0.56,6,Improving,3,1,65,3.73,False,3,False,False,0,0,train,2,5,4,10,0,9,4,66.6,51.3,9,0,2025-02-27,2
STU0272,Mohamed Freeman,mohamed.freeman@student.chester.ac.uk,Data Science,1,2024-10-19,False,False,False,True,Partial,74.12,-2.59,6,4.59,2.38,1.53,6,Stable,3,0,50,2.84,False,15,False,False,2,2,train,2,4,4,11,3,11,1,49.6,46.8,7,1,2025-03-10,0
STU0273,Elizabeth Farmer,elizabeth.farmer@student.chester.ac.uk,Data Science,2,2024-09-23,True,False,False,False,Self-funded,81.3,-1.79,3,2.15,-2.5,-1.67,11,Stable,5,0,68,3.09,False,5,False,False,0,0,test,1,7,4,7,7,7,3,68.6,299.8,6,2,2025-03-13,0
STU0274,Emily McCarthy,emily.mccarthy@student.chester.ac.uk,Computer Science,1,2024-09-23,False,True,False,False,Self-funded,64.56,-1.5,1,0.0,-2.62,-1.57,1,Stable,1,0,52,2.52,False,9,True,True,1,1,train,4,10,1,18,6,10,1,56.9,22.7,5,1,2025-03-05,3
STU0275,Fiona Harding,fiona.harding@student.chester.ac.uk,Engineering,2,2024-10-03,False,True,False,False,Full,67.86,-5.63,3,0.0,-1.5,-1.64,7,Declining,4,0,49,2.35,False,20,False,False,0,0,train,3,7,3,14,1,6,1,40.3,78.0,5,0,2025-02-20,0
